Player,TotalRuns,BallsFaced,StrikeRate,Fours,Sixes,Matches,Innings,Fifties,Hundreds,AverageRun,RF_50s,RF_100s,UniqueOpponents,OpponentsList,Dismissals,DuckOuts,DuckOutPercentage,MostCommonPosition,AveragePosition,PositionConsistency,PositionRange,OpeningInnings,TopOrderInnings
CJ Anderson,538,416,129.33,40,31,29,29,3,1,24.45,0.103,0.034,10,Chennai Super Kings|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,22,1,3.45,5,4.9,44.83,3-7,0,6
Rashid Khan,536,323,165.94,37,38,58,58,2,0,14.49,0.034,0.0,12,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,37,11,18.97,8,7.6,68.97,5-9,0,0
Shahbaz Ahmed,535,427,125.29,28,25,37,37,3,0,19.81,0.081,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,27,1,2.7,6,6.0,43.24,2-9,0,3
RS Bopara,531,446,119.06,39,16,22,22,5,0,31.24,0.227,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,17,2,9.09,1,2.77,54.55,1-6,12,14
MK Lomror,526,358,146.93,33,30,35,35,2,0,18.14,0.057,0.0,11,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,29,4,11.43,5,5.34,34.29,2-7,0,2
JP Faulkner,524,379,138.26,36,23,45,46,2,0,20.15,0.044,0.0,11,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,26,2,4.35,7,6.74,41.3,2-9,0,4
M Manhas,514,463,111.02,43,10,38,38,0,0,22.35,0.0,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,23,5,13.16,6,5.71,42.11,2-7,0,6
Gurkeerat Singh,511,411,124.33,55,11,32,32,2,0,21.29,0.062,0.0,11,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,24,5,15.62,5,5.72,31.25,3-8,0,2
PJ Cummins,510,333,153.15,33,34,39,39,4,0,20.4,0.103,0.0,13,Chennai Super Kings|Delhi Capitals|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,25,4,10.26,8,7.92,48.72,6-9,0,0
OA Shah,505,376,134.31,34,23,22,22,4,1,42.08,0.182,0.045,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,12,0,0.0,5,4.68,45.45,3-7,0,4
PC Valthaty,499,408,122.3,60,20,23,23,1,1,22.68,0.043,0.043,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,22,1,4.35,2,1.91,52.17,1-4,7,22
SW Billings,497,375,132.53,40,19,27,27,3,0,19.12,0.111,0.0,14,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,26,3,11.11,5,4.11,37.04,1-6,1,7
RR Rossouw,471,304,154.93,45,25,22,22,3,0,23.55,0.136,0.0,10,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,20,3,13.64,3,3.55,36.36,1-6,1,12
DT Christian,452,388,116.49,23,18,41,41,1,0,16.74,0.024,0.0,12,Chennai Super Kings|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,27,1,2.44,6,5.78,31.71,3-8,0,3
SA Asnodkar,423,327,129.36,56,10,19,19,2,0,23.5,0.105,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,18,2,10.53,2,2.05,63.16,1-3,3,19
Shashank Singh,423,255,165.88,33,25,19,19,0,2,38.45,0.0,0.105,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,11,1,5.26,6,5.58,36.84,4-7,0,0
NLTC Perera,421,298,141.28,23,26,30,31,0,0,19.14,0.0,0.0,11,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,22,0,0.0,6,5.9,29.03,1-8,1,1
JR Hopes,417,304,137.17,49,11,19,19,3,0,26.06,0.158,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,16,1,5.26,2,3.58,57.89,2-8,0,13
J Botha,408,351,116.24,39,5,28,28,0,1,20.4,0.0,0.036,11,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,20,0,0.0,6,5.32,32.14,2-8,0,7
LR Shukla,405,336,120.54,33,16,33,33,1,0,15.0,0.03,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,27,3,9.09,7,6.27,33.33,3-8,0,1
T Stubbs,399,228,175.0,26,25,17,17,3,0,44.33,0.176,0.0,9,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,9,1,5.88,5,5.65,47.06,4-8,0,0
AL Menaria,395,352,112.22,24,17,23,23,0,0,18.81,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Royal Challengers Bangalore,21,1,4.35,4,4.65,26.09,3-7,0,5
CA Pujara,390,381,102.36,50,4,22,22,3,0,21.67,0.136,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,18,1,4.55,1,2.82,50.0,1-7,11,15
Azhar Mahmood,388,294,131.97,39,13,21,21,2,0,20.42,0.095,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,19,2,9.52,7,5.29,23.81,2-8,0,5
MV Boucher,387,299,129.43,32,12,23,23,2,0,27.64,0.087,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,14,0,0.0,6,5.83,52.17,1-8,1,2
A Mishra,380,408,93.14,31,5,55,55,1,0,13.57,0.018,0.0,13,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,28,1,1.82,8,8.51,41.82,5-10,0,0
Washington Sundar,377,317,118.93,32,9,38,38,1,0,14.5,0.026,0.0,11,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,26,1,2.63,8,6.61,34.21,1-9,1,2
KR Mayers,373,253,147.43,38,21,13,13,3,0,28.69,0.231,0.0,8,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,13,2,15.38,2,1.54,53.85,1-2,6,13
DB Ravi Teja,373,304,122.7,35,9,25,25,1,0,19.63,0.04,0.0,9,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,19,1,4.0,7,5.96,44.0,2-8,0,4
S Sohal,368,283,130.04,34,18,20,20,2,0,20.44,0.1,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,18,3,15.0,1,2.0,80.0,1-7,16,17
P Negi,364,280,130.0,27,16,35,35,0,0,16.55,0.0,0.0,13,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,22,2,5.71,7,6.77,42.86,4-9,0,0
R Powell,360,241,149.38,21,28,22,22,2,0,18.95,0.091,0.0,11,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,19,2,9.09,6,6.14,36.36,3-8,0,1
Abishek Porel,359,234,153.42,37,15,16,16,1,0,25.64,0.062,0.0,10,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,14,0,0.0,3,4.88,25.0,2-9,0,6
DJ Mitchell,351,265,132.45,28,10,15,15,3,0,27.0,0.2,0.0,10,Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,13,0,0.0,3,4.0,40.0,2-8,0,7
KV Sharma,351,282,124.47,20,17,39,39,0,0,14.62,0.0,0.0,13,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,24,0,0.0,8,7.59,38.46,5-10,0,0
N Wadhera,350,246,142.28,32,18,16,16,2,0,23.33,0.125,0.0,8,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,15,1,6.25,6,5.5,43.75,2-7,0,1
Dhruv Jurel,347,228,152.19,29,16,22,22,3,0,26.69,0.136,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,13,2,9.09,5,6.14,36.36,5-8,0,0
R Bhatia,342,277,123.47,24,13,47,47,0,0,11.79,0.0,0.0,12,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,29,2,4.26,7,7.47,42.55,4-10,0,0
AP Tare,339,267,126.97,40,11,27,27,1,0,14.12,0.037,0.0,10,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,24,4,14.81,2,3.3,40.74,1-7,3,20
P Kumar,338,305,110.82,22,17,57,57,1,0,9.94,0.018,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,34,5,8.77,9,8.47,38.6,1-10,2,2
JEC Franklin,327,294,111.22,25,9,16,16,2,1,29.73,0.125,0.062,7,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,11,0,0.0,1,3.75,37.5,1-7,6,6
RN ten Doeschate,326,229,142.36,26,15,21,21,2,0,23.29,0.095,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,14,3,14.29,6,5.95,47.62,4-8,0,0
J Fraser-McGurk,324,136,238.24,32,27,9,9,4,0,40.5,0.444,0.0,7,Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,8,0,0.0,2,1.78,55.56,1-3,3,9
Anuj Rawat,318,258,123.26,26,14,21,21,1,1,22.71,0.048,0.048,9,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,14,4,19.05,2,4.43,33.33,1-8,1,10
R Vinay Kumar,310,267,116.1,21,9,42,42,1,0,12.4,0.024,0.0,12,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,25,3,7.14,8,8.52,52.38,7-11,0,0
B Kumar,306,316,96.84,30,3,65,65,0,0,9.56,0.0,0.0,16,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,32,1,1.54,9,9.03,55.38,8-11,0,0
SN Thakur,306,218,140.37,27,13,35,35,1,0,13.3,0.029,0.0,13,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,23,4,11.43,8,7.86,37.14,3-10,0,1
DB Das,304,250,121.6,23,16,22,22,1,0,25.33,0.045,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Pune Warriors|Rajasthan Royals,12,1,4.55,6,5.59,31.82,3-7,0,1
Nithish Kumar Reddy,303,211,143.6,15,21,11,11,2,0,33.67,0.182,0.0,7,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru,9,0,0.0,4,4.73,54.55,4-6,0,0
LA Pomersbach,301,233,129.18,25,13,16,16,0,1,30.1,0.0,0.062,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,10,0,0.0,3,3.81,37.5,1-8,1,8
UBT Chand,300,292,102.74,32,9,20,20,1,0,15.0,0.05,0.0,9,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,20,4,20.0,3,2.45,55.0,1-4,4,19
C de Grandhomme,297,219,135.62,18,17,21,21,0,0,21.21,0.0,0.0,9,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,14,3,14.29,7,6.14,47.62,2-7,0,2
DJG Sammy,295,232,127.16,15,18,20,20,1,0,19.67,0.05,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,15,1,5.0,5,5.65,45.0,4-7,0,0
Lalit Yadav,294,277,106.14,26,6,21,21,1,0,19.6,0.048,0.0,9,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,15,0,0.0,6,5.95,28.57,4-9,0,0
SP Goswami,292,291,100.34,32,3,21,21,1,0,15.37,0.048,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Royal Challengers Bangalore,19,3,14.29,2,3.24,42.86,1-8,1,16
Y Nagar,285,249,114.46,20,9,20,20,0,0,20.36,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,14,1,5.0,8,6.4,30.0,3-8,0,1
Rahmanullah Gurbaz,283,208,136.06,24,18,13,13,2,0,21.77,0.154,0.0,8,Chennai Super Kings|Gujarat Titans|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,13,2,15.38,2,1.69,46.15,1-4,6,12
GH Vihari,281,316,88.92,23,1,23,23,0,0,14.79,0.0,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,19,0,0.0,4,4.61,26.09,2-8,0,8
B Chipli,280,247,113.36,28,7,21,21,1,0,18.67,0.048,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,15,0,0.0,3,4.33,23.81,1-7,2,8
A Ashish Reddy,280,191,146.6,16,15,23,23,1,0,18.67,0.043,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,15,0,0.0,7,6.96,47.83,3-9,0,1
MJ Lumb,278,185,150.27,45,6,12,12,2,0,27.8,0.167,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,10,2,16.67,1,1.08,91.67,1-2,11,12
VVS Laxman,276,260,106.15,33,4,20,20,2,0,17.25,0.1,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,16,4,20.0,2,2.45,55.0,1-5,1,19
PBB Rajapaksa,276,184,150.0,22,15,13,13,1,0,23.0,0.077,0.0,7,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Rajasthan Royals|Royal Challengers Bangalore,12,1,7.69,3,3.08,76.92,2-4,0,11
PK Garg,269,235,114.47,15,9,19,19,1,0,14.94,0.053,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,18,2,10.53,5,4.11,31.58,1-7,2,5
R Sathish,269,222,121.17,22,6,24,24,0,0,16.81,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,16,2,8.33,7,6.04,41.67,1-8,1,1
MJ Guptill,265,195,135.9,24,14,13,14,1,0,22.08,0.077,0.0,8,Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kolkata Knight Riders|Mumbai Indians|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,12,1,7.14,1,1.5,50.0,1-2,7,14
M Kaif,259,244,106.15,22,6,22,22,0,0,16.19,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,16,0,0.0,5,4.82,36.36,1-7,2,5
JO Holder,259,206,125.73,13,18,27,27,1,0,12.33,0.037,0.0,12,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,21,1,3.7,7,6.85,33.33,3-9,0,1
HV Patel,249,200,124.5,16,15,37,37,1,0,10.38,0.027,0.0,13,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,24,4,10.81,8,8.03,43.24,5-10,0,0
Atharva Taide,247,164,150.61,27,8,9,9,2,0,30.88,0.222,0.0,7,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,8,1,11.11,1,2.0,44.44,1-3,4,9
K Gowtham,247,145,170.34,15,17,27,27,0,0,13.72,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,18,1,3.7,7,7.04,40.74,2-10,0,2
SM Katich,240,178,134.83,26,8,11,11,2,0,26.67,0.182,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,9,1,9.09,2,2.73,54.55,2-5,0,9
BCJ Cutting,238,137,173.72,15,19,17,17,1,0,23.8,0.059,0.0,9,Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,10,0,0.0,6,6.35,41.18,3-8,0,1
MD Mishra,235,202,116.34,24,8,17,17,1,0,15.67,0.059,0.0,7,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,15,2,11.76,6,3.35,29.41,1-6,3,11
Harpreet Brar,233,182,128.02,19,9,24,24,1,0,21.18,0.042,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,11,1,4.17,8,7.92,41.67,6-9,0,0
A Manohar,231,174,132.76,21,10,15,15,0,0,16.5,0.0,0.0,7,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,14,1,6.67,6,5.53,40.0,4-7,0,0
D Brevis,230,172,133.72,17,16,10,10,0,0,23.0,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,10,1,10.0,3,3.0,60.0,2-4,0,8
WG Jacks,224,127,176.38,16,17,8,8,2,0,37.33,0.25,0.0,6,Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Sunrisers Hyderabad,6,0,0.0,3,3.0,100.0,3-3,0,8
K Goel,218,223,97.76,17,9,16,16,0,0,16.77,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,13,1,6.25,2,3.06,43.75,1-8,4,12
R Ravindra,218,136,160.29,21,12,10,10,1,0,24.22,0.1,0.0,8,Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,9,1,10.0,2,1.8,60.0,1-3,3,10
AA Jhunjhunwala,217,206,105.34,19,5,15,15,0,0,18.08,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,12,1,6.67,6,5.2,33.33,3-7,0,1
Mohammad Nabi,215,145,148.28,18,11,19,20,0,0,13.44,0.0,0.0,9,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,16,0,0.0,7,6.15,35.0,3-8,0,1
