Player,TotalRuns,BallsFaced,StrikeRate,Fours,Sixes,Matches,Innings,Fifties,Hundreds,AverageRun,RF_50s,RF_100s,UniqueOpponents,OpponentsList,Dismissals,DuckOuts,DuckOutPercentage,MostCommonPosition,AveragePosition,PositionConsistency,PositionRange,OpeningInnings,TopOrderInnings
Rashid Khan,545,329,165.65,39,38,58,58,1,0,14.73,0.017,0.0,12,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,37,15,40.54,8,7.6,68.97,5-9,0,0
CJ Anderson,538,418,128.71,40,31,29,29,3,0,24.45,0.103,0.0,10,Chennai Super Kings|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,22,2,9.09,5,4.9,44.83,3-7,0,6
Shahbaz Ahmed,536,429,124.94,28,25,37,37,1,0,19.85,0.027,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,27,1,3.7,6,6.0,43.24,2-9,0,3
RS Bopara,531,446,119.06,39,16,22,22,3,0,31.24,0.136,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,17,2,11.76,1,2.77,54.55,1-6,12,14
MK Lomror,527,359,146.8,33,30,35,35,1,0,18.17,0.029,0.0,11,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,29,3,10.34,5,5.34,34.29,2-7,0,2
JP Faulkner,527,384,137.24,36,23,45,46,0,0,20.27,0.0,0.0,11,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,26,1,3.85,7,6.74,41.3,2-9,0,4
PJ Cummins,515,335,153.73,33,34,39,39,3,0,20.6,0.077,0.0,13,Chennai Super Kings|Delhi Capitals|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,25,4,16.0,8,7.92,48.72,6-9,0,0
M Manhas,514,463,111.02,43,10,38,38,0,0,22.35,0.0,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,23,6,26.09,6,5.71,42.11,2-7,0,6
Gurkeerat Singh,511,411,124.33,55,11,32,32,2,0,21.29,0.062,0.0,11,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,24,4,16.67,5,5.72,31.25,3-8,0,2
OA Shah,506,377,134.22,34,23,22,22,4,0,42.17,0.182,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,12,0,0.0,5,4.68,45.45,3-7,0,4
PC Valthaty,505,412,122.57,61,20,23,23,2,1,22.95,0.087,0.043,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,22,1,4.55,2,1.91,52.17,1-4,7,22
SW Billings,503,378,133.07,40,20,27,27,3,0,19.35,0.111,0.0,14,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,26,3,11.54,5,4.11,37.04,1-6,1,7
RR Rossouw,473,306,154.58,45,25,22,22,2,0,23.65,0.091,0.0,10,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,20,4,20.0,3,3.55,36.36,1-6,1,12
DT Christian,460,392,117.35,23,19,41,41,0,0,17.04,0.0,0.0,12,Chennai Super Kings|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,27,2,7.41,6,5.78,31.71,3-8,0,3
NLTC Perera,424,301,140.86,23,26,30,31,0,0,19.27,0.0,0.0,11,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,22,1,4.55,6,5.9,29.03,1-8,1,1
Shashank Singh,423,255,165.88,33,25,19,19,2,0,38.45,0.105,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,11,2,18.18,6,5.58,36.84,4-7,0,0
SA Asnodkar,423,329,128.57,56,10,19,19,2,0,23.5,0.105,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,18,2,11.11,2,2.05,63.16,1-3,3,19
JR Hopes,417,305,136.72,49,11,19,19,4,0,26.06,0.211,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,16,1,6.25,2,3.58,57.89,2-8,0,13
J Botha,409,352,116.19,39,5,28,28,1,0,20.45,0.036,0.0,11,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,20,0,0.0,6,5.32,32.14,2-8,0,7
T Stubbs,405,229,176.86,26,26,17,17,3,0,45.0,0.176,0.0,9,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,9,2,22.22,5,5.65,47.06,4-8,0,0
LR Shukla,405,336,120.54,33,16,33,33,0,0,15.0,0.0,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,27,3,11.11,7,6.27,33.33,3-8,0,1
AL Menaria,401,354,113.28,24,18,23,23,0,0,19.1,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Royal Challengers Bangalore,21,1,4.76,4,4.65,26.09,3-7,0,5
MV Boucher,394,301,130.9,32,13,23,23,1,0,28.14,0.043,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,14,0,0.0,6,5.83,52.17,1-8,1,2
CA Pujara,390,382,102.09,50,4,22,22,1,0,21.67,0.045,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,18,1,5.56,1,2.82,50.0,1-7,11,15
Azhar Mahmood,388,294,131.97,39,13,21,21,2,0,20.42,0.095,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,19,2,10.53,7,5.29,23.81,2-8,0,5
A Mishra,381,410,92.93,31,5,55,55,0,0,13.61,0.0,0.0,13,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,28,7,25.0,8,8.51,41.82,5-10,0,0
KR Mayers,379,258,146.9,38,22,13,13,4,0,29.15,0.308,0.0,8,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,13,2,15.38,2,1.54,53.85,1-2,6,13
Washington Sundar,378,318,118.87,32,9,38,38,0,0,14.54,0.0,0.0,11,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,26,2,7.69,8,6.61,34.21,1-9,1,2
DB Ravi Teja,375,306,122.55,35,9,25,25,1,0,19.74,0.04,0.0,9,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,19,1,5.26,7,5.96,44.0,2-8,0,4
S Sohal,368,286,128.67,34,18,20,20,2,0,20.44,0.1,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,18,3,16.67,1,2.0,80.0,1-7,16,17
P Negi,365,281,129.89,27,16,35,35,0,0,16.59,0.0,0.0,13,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,22,2,9.09,7,6.77,42.86,4-9,0,0
R Powell,360,241,149.38,21,28,22,22,1,0,18.95,0.045,0.0,11,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,19,2,10.53,6,6.14,36.36,3-8,0,1
Abishek Porel,360,235,153.19,37,15,16,16,2,0,25.71,0.125,0.0,10,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,14,1,7.14,3,4.88,25.0,2-9,0,6
DJ Mitchell,351,265,132.45,28,10,15,15,2,0,27.0,0.133,0.0,10,Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,13,0,0.0,3,4.0,40.0,2-8,0,7
KV Sharma,351,282,124.47,20,17,39,39,0,0,14.62,0.0,0.0,13,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,24,1,4.17,8,7.59,38.46,5-10,0,0
N Wadhera,350,246,142.28,32,18,16,16,2,0,23.33,0.125,0.0,8,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,15,1,6.67,6,5.5,43.75,2-7,0,1
Dhruv Jurel,347,228,152.19,29,16,22,22,2,0,26.69,0.091,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,13,2,15.38,5,6.14,36.36,5-8,0,0
R Bhatia,342,277,123.47,24,13,47,47,0,0,11.79,0.0,0.0,12,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,29,3,10.34,7,7.47,42.55,4-10,0,0
P Kumar,340,307,110.75,22,17,57,57,0,0,10.0,0.0,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,34,9,26.47,9,8.47,38.6,1-10,2,2
AP Tare,339,268,126.49,40,11,27,27,1,0,14.12,0.037,0.0,10,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,24,5,20.83,2,3.3,40.74,1-7,3,20
J Fraser-McGurk,330,138,239.13,32,28,9,9,4,0,41.25,0.444,0.0,7,Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,8,1,12.5,2,1.78,55.56,1-3,3,9
JEC Franklin,327,295,110.85,25,9,16,16,1,0,29.73,0.062,0.0,7,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,11,0,0.0,1,3.75,37.5,1-7,6,6
RN ten Doeschate,326,229,142.36,26,15,21,21,1,0,23.29,0.048,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,14,3,21.43,6,5.95,47.62,4-8,0,0
Anuj Rawat,318,258,123.26,26,14,21,21,1,0,22.71,0.048,0.0,9,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,14,4,28.57,2,4.43,33.33,1-8,1,10
R Vinay Kumar,310,267,116.1,21,9,42,42,0,0,12.4,0.0,0.0,12,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,25,3,12.0,8,8.52,52.38,7-11,0,0
SN Thakur,307,219,140.18,27,13,35,35,1,0,13.35,0.029,0.0,13,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,23,6,26.09,8,7.86,37.14,3-10,0,1
B Kumar,306,317,96.53,30,3,65,65,0,0,9.56,0.0,0.0,16,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,32,6,18.75,9,9.03,55.38,8-11,0,0
Lalit Yadav,305,282,108.16,27,7,21,21,0,0,20.33,0.0,0.0,9,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,15,1,6.67,6,5.95,28.57,4-9,0,0
DB Das,304,251,121.12,23,16,22,22,0,0,25.33,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Pune Warriors|Rajasthan Royals,12,1,8.33,6,5.59,31.82,3-7,0,1
C de Grandhomme,303,220,137.73,18,18,21,21,0,0,21.64,0.0,0.0,9,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,14,3,21.43,7,6.14,47.62,2-7,0,2
Nithish Kumar Reddy,303,211,143.6,15,21,11,11,2,0,33.67,0.182,0.0,7,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru,9,0,0.0,4,4.73,54.55,4-6,0,0
LA Pomersbach,302,236,127.97,25,13,16,16,1,0,30.2,0.062,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,10,0,0.0,3,3.81,37.5,1-8,1,8
UBT Chand,300,293,102.39,32,9,20,20,1,0,15.0,0.05,0.0,9,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,20,4,20.0,3,2.45,55.0,1-4,4,19
DJG Sammy,295,232,127.16,15,18,20,20,1,0,19.67,0.05,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,15,2,13.33,5,5.65,45.0,4-7,0,0
SP Goswami,293,293,100.0,32,3,21,21,1,0,15.42,0.048,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Royal Challengers Bangalore,19,4,21.05,2,3.24,42.86,1-8,1,16
Rahmanullah Gurbaz,289,209,138.28,24,19,13,13,2,0,22.23,0.154,0.0,8,Chennai Super Kings|Gujarat Titans|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,13,2,15.38,2,1.69,46.15,1-4,6,12
Y Nagar,285,249,114.46,20,9,20,20,0,0,20.36,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,14,2,14.29,8,6.4,30.0,3-8,0,1
GH Vihari,284,318,89.31,23,1,23,23,0,0,14.95,0.0,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,19,0,0.0,4,4.61,26.09,2-8,0,8
VVS Laxman,282,261,108.05,33,5,20,20,1,0,17.62,0.05,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,16,4,25.0,2,2.45,55.0,1-5,1,19
A Ashish Reddy,280,191,146.6,16,15,23,23,0,0,18.67,0.0,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,15,0,0.0,7,6.96,47.83,3-9,0,1
B Chipli,280,248,112.9,28,7,21,21,1,0,18.67,0.048,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,15,0,0.0,3,4.33,23.81,1-7,2,8
MJ Lumb,278,188,147.87,45,6,12,12,1,0,27.8,0.083,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,10,3,30.0,1,1.08,91.67,1-2,11,12
PBB Rajapaksa,277,185,149.73,22,15,13,13,1,0,23.08,0.077,0.0,7,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Rajasthan Royals|Royal Challengers Bangalore,12,1,8.33,3,3.08,76.92,2-4,0,11
PK Garg,273,238,114.71,16,9,19,19,1,0,15.17,0.053,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,18,2,11.11,5,4.11,31.58,1-7,2,5
MJ Guptill,271,196,138.27,24,15,13,14,1,0,22.58,0.077,0.0,8,Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kolkata Knight Riders|Mumbai Indians|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,12,1,8.33,1,1.5,50.0,1-2,7,14
R Sathish,270,223,121.08,22,6,24,24,0,0,16.88,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,16,2,12.5,7,6.04,41.67,1-8,1,1
M Kaif,259,245,105.71,22,6,22,22,0,0,16.19,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,16,0,0.0,5,4.82,36.36,1-7,2,5
JO Holder,259,208,124.52,13,18,27,27,0,0,12.33,0.0,0.0,12,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,21,2,9.52,7,6.85,33.33,3-9,0,1
HV Patel,249,200,124.5,16,15,37,37,0,0,10.38,0.0,0.0,13,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,24,8,33.33,8,8.03,43.24,5-10,0,0
K Gowtham,247,145,170.34,15,17,27,27,0,0,13.72,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,18,2,11.11,7,7.04,40.74,2-10,0,2
Atharva Taide,247,164,150.61,27,8,9,9,2,0,30.88,0.222,0.0,7,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,8,1,12.5,1,2.0,44.44,1-3,4,9
SM Katich,241,179,134.64,26,8,11,11,2,0,26.78,0.182,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,9,1,11.11,2,2.73,54.55,2-5,0,9
BCJ Cutting,238,137,173.72,15,19,17,17,0,0,23.8,0.0,0.0,9,Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,10,1,10.0,6,6.35,41.18,3-8,0,1
MD Mishra,237,204,116.18,24,8,17,17,0,0,15.8,0.0,0.0,7,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,15,1,6.67,6,3.35,29.41,1-6,3,11
Harpreet Brar,233,182,128.02,19,9,24,24,0,0,21.18,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,11,1,9.09,8,7.92,41.67,6-9,0,0
A Manohar,231,174,132.76,21,10,15,15,0,0,16.5,0.0,0.0,7,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,14,1,7.14,6,5.53,40.0,4-7,0,0
D Brevis,230,172,133.72,17,16,10,10,0,0,23.0,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,10,1,10.0,3,3.0,60.0,2-4,0,8
WG Jacks,230,128,179.69,16,18,8,8,1,1,38.33,0.125,0.125,6,Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Sunrisers Hyderabad,6,0,0.0,3,3.0,100.0,3-3,0,8
R Ravindra,222,137,162.04,22,12,10,10,1,0,24.67,0.1,0.0,8,Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,9,1,11.11,2,1.8,60.0,1-3,3,10
Mohammad Nabi,221,146,151.37,18,12,19,20,0,0,13.81,0.0,0.0,9,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,16,1,6.25,7,6.15,35.0,3-8,0,1
K Goel,218,223,97.76,17,9,16,16,0,0,16.77,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,13,1,7.69,2,3.06,43.75,1-8,4,12
AA Jhunjhunwala,217,207,104.83,19,5,15,15,1,0,18.08,0.067,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,12,1,8.33,6,5.2,33.33,3-7,0,1
