fullName,runs,ballsFaced,fours,sixes,match_id_x,Avg.Run,Avg.BF,Avg.SR,overs,conceded,wickets,maidens,match_id_y,Avg.over,Avg.Run.Given,Avg.Wic,Avg.Mdn,Avg.ECN
Tim Southee,120,107,8,4,20,6,5.35,112.1495327,201,1742,47,2,54,3.722222222,32.25925926,0.87037037,0.037037037,8.666666667
Tirumalasetti Suman,676,575,55,26,40,16.9,14.375,117.5652174,25,197,6,0,11,2.272727273,17.90909091,0.545454545,0,7.88
Tom Curran,127,107,10,3,10,12.7,10.7,118.6915888,39,430,13,0,13,3,33.07692308,1,0,11.02564103
Travis Head,205,148,12,8,10,20.5,14.8,138.5135135,7.6,81,2,0,5,1.52,16.2,0.4,0,10.65789474
Trent Boult,69,62,3,3,22,3.136363636,2.818181818,111.2903226,334.5,2787,105,11,88,3.801136364,31.67045455,1.193181818,0.125,8.331838565
Tristan Stubbs,27,35,2,0,4,6.75,8.75,77.14285714,2,14,1,0,1,2,14,1,0,7
Tushar Deshpande,21,13,2,1,3,7,4.333333333,161.5384615,80.5,819,25,0,23,3.5,35.60869565,1.086956522,0,10.17391304
Tymal Mills,8,14,0,1,5,1.6,2.8,57.14285714,34.5,343,11,0,10,3.45,34.3,1.1,0,9.942028986
Tyron Henderson,11,16,0,1,2,5.5,8,68.75,6,40,1,0,2,3,20,0.5,0,6.666666667
Umar Gul,39,19,1,5,4,9.75,4.75,205.2631579,22.3,184,12,1,6,3.716666667,30.66666667,2,0.166666667,8.251121076
Umesh Yadav,196,186,16,8,50,3.92,3.72,105.3763441,486.4,4107,136,5,140,3.474285714,29.33571429,0.971428571,0.035714286,8.443667763
Umran Malik,23,16,1,2,6,3.833333333,2.666666667,143.75,81.1,757,29,1,25,3.244,30.28,1.16,0.04,9.334155364
Vaibhav Arora,8,15,0,0,6,1.333333333,2.5,53.33333333,33.5,310,8,0,10,3.35,31,0.8,0,9.253731343
Varun Aaron,50,72,2,2,13,3.846153846,5.538461538,69.44444444,164.2,1481,44,2,50,3.284,29.62,0.88,0.04,9.019488429
Varun Chakravarthy,25,46,2,0,12,2.083333333,3.833333333,54.34782609,214.4,1600,62,1,56,3.828571429,28.57142857,1.107142857,0.017857143,7.462686567
Veer Pratap Singh,0,1,0,0,1,0,1,0,34,296,10,0,9,3.777777778,32.88888889,1.111111111,0,8.705882353
Venkatesh Iyer,956,734,86,42,36,26.55555556,20.38888889,130.2452316,12.3,115,3,0,8,1.5375,14.375,0.375,0,9.349593496
Venugopal Rao,985,836,77,37,54,18.24074074,15.48148148,117.8229665,36,337,6,0,20,1.8,16.85,0.3,0,9.361111111
Vidyut Sivaramakrishnan,145,109,21,3,8,18.125,13.625,133.0275229,2,22,1,0,1,2,22,1,0,11
Vijay Shankar,1032,787,73,43,53,19.47169811,14.8490566,131.1308767,39,344,9,0,22,1.772727273,15.63636364,0.409090909,0,8.820512821
Vijaykumar Vyshak,13,9,0,1,2,6.5,4.5,144.4444444,24,253,9,0,7,3.428571429,36.14285714,1.285714286,0,10.54166667
Vikram Singh,4,3,1,0,2,2,1.5,133.3333333,60,542,12,0,18,3.333333333,30.11111111,0.666666667,0,9.033333333
Vikramjeet Malik,7,7,1,0,2,3.5,3.5,100,34.1,261,6,0,13,2.623076923,20.07692308,0.461538462,0,7.653958944
Vikrant Yeligati,2,2,0,0,1,2,2,100,5,59,0,0,2,2.5,29.5,0,0,11.8
Vinay Kumar,310,274,21,9,46,6.739130435,5.956521739,113.1386861,351.3,2966,105,1,104,3.377884615,28.51923077,1.009615385,0.009615385,8.442926274
Virat Kohli,7263,5586,643,234,229,31.71615721,24.3930131,130.0214823,41.1,368,4,0,26,1.580769231,14.15384615,0.153846154,0,8.95377129
Virender Sehwag,2728,1755,334,106,104,26.23076923,16.875,155.4415954,22.4,235,6,0,15,1.493333333,15.66666667,0.4,0,10.49107143
Vivrant Sharma,69,47,9,2,1,69,47,146.8085106,3,37,0,0,2,1.5,18.5,0,0,12.33333333
Wanindu Hasaranga,33,28,3,0,5,6.6,5.6,117.8571429,29,258,9,0,8,3.625,32.25,1.125,0,8.896551724
Wanindu Hasaranga de Silva,39,45,4,1,9,4.333333333,5,86.66666667,63,490,26,1,18,3.5,27.22222222,1.444444444,0.055555556,7.777777778
Washington Sundar,378,324,32,9,38,9.947368421,8.526315789,116.6666667,170.4,1252,36,1,56,3.042857143,22.35714286,0.642857143,0.017857143,7.34741784
Wayne Parnell,65,80,4,1,14,4.642857143,5.714285714,81.25,119.5,937,35,1,33,3.621212121,28.39393939,1.060606061,0.03030303,7.841004184
Wilkin Mota,56,75,2,0,8,7,9.375,74.66666667,12,97,4,0,7,1.714285714,13.85714286,0.571428571,0,8.083333333
Yash Dayal,0,1,0,0,1,0,1,0,46,461,13,0,14,3.285714286,32.92857143,0.928571429,0,10.02173913
Yashasvi Jaiswal,1172,788,144,48,37,31.67567568,21.2972973,148.7309645,0.1,6,0,0,1,0.1,6,0,0,60
Yo Mahesh,15,27,0,0,5,3,5.4,55.55555556,56.3,499,21,0,17,3.311764706,29.35294118,1.235294118,0,8.863232682
Yogesh Nagar,285,259,20,9,20,14.25,12.95,110.03861,11,125,4,0,8,1.375,15.625,0.5,0,11.36363636
Yudhvir Singh,1,2,0,0,2,0.5,1,50,8,70,3,0,3,2.666666667,23.33333333,1,0,8.75
Yusuf Abdulla,0,1,0,0,1,0,1,0,34.5,307,15,1,11,3.136363636,27.90909091,1.363636364,0.090909091,8.898550725
Yusuf Pathan,3204,2241,262,158,154,20.80519481,14.55194805,142.9718876,190.7,1415,42,1,82,2.325609756,17.25609756,0.512195122,0.012195122,7.420031463
Yuvraj Singh,2750,2120,217,149,126,21.82539683,16.82539683,129.7169811,144.5,1077,36,0,73,1.979452055,14.75342466,0.493150685,0,7.453287197
Yuzvendra Chahal,37,86,0,0,20,1.85,4.3,43.02325581,527.7,4056,187,4,144,3.664583333,28.16666667,1.298611111,0.027777778,7.686185333
Zaheer Khan,117,141,11,2,32,3.65625,4.40625,82.9787234,365.6,2782,102,5,99,3.692929293,28.1010101,1.03030303,0.050505051,7.60940919
