Player,Team,Matches,Runs,Balls Faced,Batting_50s,Batting_100s,T(4s),T(6s),Overs,Runs_Given,Wickets,Batting_Average,StrikeRate,Bowling_Average,Bowling_SR,Economy
K Kartikeya,Mumbai Indians,0.0,0,0,0,0,0,0,39.0,334,10,0.0,89.1891891891892,33.4,23.4,11.929824561403509
Simarjeet Singh,Chennai Super Kings,3.0,0,0,0,0,0,0,30.0,265,9,0.0,76.19047619047619,29.444444444444443,20.0,16.0
Fazalhaq Farooqi,Sunrisers Hyderabad,2.0,0,0,0,0,0,0,25.0,229,6,0.0,0.0,38.166666666666664,25.0,7.729591836734693
R Sai Kishore,Gujarat Titans,0.0,0,0,0,0,0,0,31.0,259,12,0.0,145.18072289156626,21.583333333333332,15.5,7.413793103448276
T Stubbs,Mumbai Indians,0.0,6,1,0,0,0,1,4.0,29,4,0.0,95.23809523809524,7.25,6.0,17.5
Sikandar Raza,Punjab Kings,7.0,0,0,0,0,0,0,14.0,146,3,0.0,156.79012345679013,48.666666666666664,28.0,7.912087912087912
Mukesh Kumar,Delhi Capitals,3.0,0,0,0,0,0,0,66.0,707,22,0.0,62.0,32.13636363636363,18.0,7.0588235294117645
RJW Topley,Royal Challengers Bengaluru,0.0,0,0,0,0,0,0,17.0,182,5,0.0,101.68067226890756,36.4,20.4,8.86323268206039
C Green,Mumbai Indians,0.0,8,3,0,0,0,1,73.0,675,16,0.0,99.29078014184395,42.1875,27.375,9.36
MG Bracewell,Royal Challengers Bangalore,0.0,0,0,0,0,0,0,11.0,95,6,0.0,135.24504692387904,15.833333333333334,11.0,8.571428571428571
Arshad Khan,Mumbai Indians,3.0,0,0,0,0,0,0,21.0,282,5,0.0,88.88888888888889,56.4,25.2,7.944444444444445
Vijaykumar Vyshak,Royal Challengers Bangalore,2.0,0,0,0,0,0,0,38.0,396,13,0.0,166.66666666666669,30.46153846153846,17.53846153846154,8.705882352941176
Yudhvir Singh,Lucknow Super Giants,2.0,0,0,0,0,0,0,12.0,125,4,0.0,122.22222222222224,31.25,18.0,11.363636363636363
Arjun Tendulkar,Mumbai Indians,1.0,0,0,0,0,0,0,11.0,117,3,0.0,160.0,39.0,22.0,7.762906309751434
Noor Ahmad,Gujarat Titans,3.0,0,0,0,0,0,0,80.0,672,23,0.0,115.90909090909092,29.217391304347824,20.869565217391305,7.891304347826087
Naveen-ul-Haq,Lucknow Super Giants,3.0,0,1,0,0,0,0,63.0,602,25,0.0,130.0771208226221,24.08,15.12,8.75
Mayank Dagar,Royal Challengers Bengaluru,0.0,0,0,0,0,0,0,22.0,205,2,0.0,50.0,102.5,66.0,8.25
AJ Hosein,Sunrisers Hyderabad,0.0,0,0,0,0,0,0,4.0,41,1,0.0,100.0,41.0,24.0,10.0
Akash Madhwal,Mumbai Indians,0.0,0,0,0,0,0,0,43.0,431,19,0.0,58.333333333333336,22.68421052631579,13.578947368421053,6.090909090909091
Nithish Kumar Reddy,Sunrisers Hyderabad,0.0,0,0,0,0,0,0,18.0,208,3,0.0,92.02898550724638,69.33333333333333,36.0,9.148936170212766
L Wood,Mumbai Indians,0.0,0,0,0,0,0,0,6.0,94,1,0.0,146.15384615384613,94.0,36.0,8.818897637795274
Azmatullah Omarzai,Gujarat Titans,0.0,0,0,0,0,0,0,21.0,194,4,0.0,120.78032230703984,48.5,31.5,25.0
G Coetzee,Mumbai Indians,0.0,0,0,0,0,0,0,33.0,357,12,0.0,85.0,29.75,16.5,7.422535211267606
SH Johnson,Gujarat Titans,0.0,0,0,0,0,0,0,16.0,155,3,0.0,35.714285714285715,51.666666666666664,32.0,15.666666666666666
KA Maharaj,Rajasthan Royals,0.0,0,0,0,0,0,0,6.0,39,2,0.0,152.20883534136547,19.5,18.0,7.689655172413793
WG Jacks,Royal Challengers Bengaluru,0.0,6,1,0,0,0,1,9.0,100,2,0.0,130.12820512820514,50.0,27.0,7.271356783919598
LB Williams,Delhi Capitals,0.0,0,0,0,0,0,0,6.0,74,1,0.0,120.8133971291866,74.0,36.0,8.058823529411764
RJ Gleeson,Chennai Super Kings,0.0,0,0,0,0,0,0,8.0,72,1,0.0,126.29757785467127,72.0,48.0,6.0
A Kamboj,Mumbai Indians,0.0,0,0,0,0,0,0,10.0,115,2,0.0,50.0,57.5,30.0,6.333333333333333
V Viyaskanth,Sunrisers Hyderabad,0.0,0,0,0,0,0,0,10.0,90,1,0.0,163.90977443609023,90.0,60.0,9.333333333333334
